,airline_sentiment,text,wordCount
1712,0,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,17
13087,0,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox.",24
5085,0,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,17
12716,0,@AmericanAir right so I missed my connection / had a three hour Kay over / then you lost my bag.,20
11081,0,@USAirways this is going to take up to an hour--not okay USAir. Not okay. This is ruining everything.,18
10670,0,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,20
8807,0,"@JetBlue yes, today. Flight is full now. They said no to me at gate :(",15
9593,0,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""",23
3087,0,@united how are you going to rectify this? Please direct me to your complaints department #stickingToDelta,16
13639,0,@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min,25
14542,0,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,22
9675,0,@USAirways does anyone from your airline know how to do their job?,12
8352,0,"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",23
3974,0,"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)",22
12877,0,"@AmericanAir not only on both legs did I have damaged seat, u damaged an expensive case and not offered anything.Just an apology 6wks Late Flightr!",25
12498,0,"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!",19
14567,0,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.,16
11346,0,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,27
6449,0,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines,19
8828,0,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp; can't. I need 2 get home. Upgrade 2 @HP printers MFPs,29
14012,0,"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines",16
3999,0,"@united My wife has been on the phone several times for past 3 days, with no result.",17
11021,0,"@USAirways due to your expensive change fees either. Out of all the airlines, we chose yours, all do you could screw us. STRANDED!! No help!",25
9114,0,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,13
1761,0,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.,25
11993,0,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...,18
4265,0,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,26
1307,0,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...,20
9051,0,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,24
1785,0,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,21
7574,0,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",20
3568,0,@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi,22
14256,0,.@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.,17
10304,0,"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously",16
9906,0,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point.,29
10300,0,@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!,21
11581,0,@usairways missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail,16
10542,0,"@USAirways after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??",24
7058,0,@JetBlue @TatianaKing @thewayoftheid I feel only a few free travel vouchers will assuage my indignation.,15
12473,0,@AmericanAir I know your policy. Just asking for a little kindness due to extenuating circumstances.,15
14216,0,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?,22
12421,0,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,21
11401,0,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service,20
12650,0,"@AmericanAir to add insult to injury, I have to go pick it up myself. Real class act! I'll stick the Delta from now on.",24
1904,0,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,13
10504,0,@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?,19
11687,0,"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.",19
13450,0,@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.,17
12645,0,@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty,16
3693,0,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required,21
10288,0,@USAirways abandoned 40 Boston bound fliers...someone in management needs to #saveface and #showup,13
6629,0,@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,22
9693,0,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no...",24
14570,0,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin,25
9557,0,"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",19
3799,0,@united 6 hour mechanical delay...killing me,6
6607,0,"@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather, I along with other passengers",25
1403,0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,17
7975,0,@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,24
4951,0,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",23
13480,0,@AmericanAir 2days 2plains 2fails,4
7332,0,@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??,18
14616,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",25
10142,0,@USAirways @Expedia 7 Hours for my friend to rebook his trip to Korea after @USAirways Cancelled Flightled a connecting flight to Chicago = IDIOTIC.,24
8339,0,@JetBlue i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.,30
346,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,20
567,0,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,27
11729,0,@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,25
13187,0,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability",19
9234,0,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,18
6327,0,"@SouthwestAir I, along with other passengers repeatedly asked Southwest personnel what was taking so long, where was our luggage.",19
1004,0,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,21
14377,0,@AmericanAir LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.,21
14026,0,@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food,22
12812,0,"@AmericanAir Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise.",29
8739,0,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",24
9570,0,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.,24
10226,0,@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,22
8976,0,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,21
12031,0,@AmericanAir no response to DM or email yet.  customer service?,10
5431,0,@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...,14
4444,0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",24
9558,0,@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.,27
12469,0,@AmericanAir merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues,22
11574,0,@USAirways not even on your dime and free tickets.  #worsttraveldayever,10
6909,0,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.,18
11114,0,@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat,28
12772,0,@AmericanAir I can't work with them if the call gets cut off while I'm still holding..... Is DFW looking any better tomorrow?,22
9901,0,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",18
12175,0,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,18
14074,0,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,23
2136,0,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,13
14516,0,@AmericanAir cut it. Put me on a flt tomorrow.,9
10157,0,"@USAirways 100 feet from the gate at PHL, but no ground crew. You can't make this up.",17
6135,0,@SouthwestAir Please update your website,5
10251,0,@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old,30
13091,0,@AmericanAir don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.,20
11750,0,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,13
9600,0,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,14
10766,0,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip,15
6497,0,@SouthwestAir thanks for taking such good care of my luggage... http://t.co/PIvxean3jY,11
3670,0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ",28
11575,0,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,18
6199,0,"@SouthwestAir doesn't want to deal with me, but the world might want to know how they are treating their customers: http://t.co/sKKewqhssG",21
13183,0,@AmericanAir you can tweet but not call! You're like a bad boyfriend!,12
14526,0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,18
5070,0,@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?,25
14024,0,"@AmericanAir on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting",25
14395,0,@AmericanAir that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help,20
4167,0,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,26
14566,0,"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!",25
667,0,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",26
12832,0,@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day,25
1575,0,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,24
10313,0,@USAirways I better get a free flight,7
5303,0,"@SouthwestAir, been on hold for an over an hour now - when can we expect some customer service? #disappointed",19
13354,0,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N,8
2458,0,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,27
12545,0,"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.",24
11149,0,@USAirways @americanair I feel sorry for AA,7
6304,0,"@SouthwestAir she cut people off 35 minutes before flight time to check in bags, for a flight that was delayed 2 hours! I waited 8 more hrs!",27
12514,0,@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡,22
3095,0,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.,24
11083,0,@USAirways 25+ min. Hung up. Always awful having to call Reservations there.,12
1409,0,"@united Nope, no more chances. Your airline messed up both ways of our trip.",14
13286,0,"@AmericanAir @united week is going to make up for anything, or put me at ease.  You should be asking me how you can fix things, how to...",27
14173,0,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.,19
2417,0,@united Worst airline ever?,4
5502,0,@SouthwestAir I am absolutely sick of 300s and no wifi!,10
13577,0,"@AmericanAir Hey, what's happening with #AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow",19
13559,0,@AmericanAir you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!,20
11414,0,@USAirways so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks,21
10175,0,"@USAirways flight today Cancelled Flighted  in phl, dozens of other flights still going. On hold for 3hrs. I need to get to my job interview!!!",25
1247,0,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
J",31
14229,0,@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?,20
12674,0,@AmericanAir seats that were assigned are inappropriate for child this age. AA knew age of child.,16
66,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,17
12860,0,"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",22
7495,0,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,22
11162,0,@USAirways they finally answered. They were rude and didn't help me at all.,13
1008,0,@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.,25
13411,0,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",27
6573,0,"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",24
899,0,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,23
2429,0,@united can anyone assure me that the aircraft coming to Denver had left it's previous destination? Flight 3618,18
3843,0,"@united yes, I know that. The question is ""why is that still the case""? #fail",15
133,0,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,21
9321,0,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,24
13501,0,@AmericanAir a confirmed flight. I'm so done! Thanks for nothing!,10
3183,0,.@united board customers onto a plane with no pilot? The only thing that expedited was my time in line to book a new flight. Come on now.,27
10407,0,@USAirways please respond to me. I've been on hold on the reservations line for an hour and 45 minutes. I would really appreciate it.,24
9077,0,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful.",23
11500,0,@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways,20
9138,0,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,18
10799,0,@nrhodes85: look! Another apology. DO NOT FLY @USAirways,8
15,0,@VirginAmerica SFO-PDX schedule is still MIA.,6
6753,0,"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek",13
5091,0,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated,21
8792,0,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?",16
7404,0,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",19
7988,0,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,12
3970,0,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it.",23
1257,0,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here.",17
12405,0,@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401,15
3484,0,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,21
1144,0,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",24
2344,0,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,23
11355,0,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks,19
10353,0,@USAirways 3hr30min right now...  any end in sight?,8
1924,0,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,30
943,0,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,18
14284,0,@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?,15
10724,0,"@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain",17
7277,0,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;),13
5373,0,"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",18
827,0,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",20
30,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",29
5688,0,"@SouthwestAir couldn't make flight, funds forfeited as a no show!! Was trying to book another flight using those funds, I'm out.",21
9118,0,"@USAirways nope, they just announced we're headed back to the gate.",11
6615,0,@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.,24
2761,0,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,19
2304,0,"@united Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!",25
4094,0,@united  eventually.  You should approach bags like @AlaskaAir  they get it.,11
7699,0,@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,13
2980,0,"@united Delayed CMH to ORD. Ran to gate 1 min b4 connection -door closed no one around. Ignored by 1st agent, 2nd super rude. #thanksunited",25
1279,0,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",26
7454,0,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕",21
2598,0,@united no still trying to get home.,7
10742,0,@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.,20
11217,0,@USAirways I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt,27
1199,0,"@united JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes.",19
9643,0,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",16
11408,0,@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,22
99,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,17
1111,0,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",22
11286,0,@USAirways no your not!,4
1392,0,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet",26
11290,0,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8,12
13335,0,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset",24
3344,0,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks,26
5467,0,@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv,18
14365,0,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",20
6295,0,@SouthwestAir No I have not.,5
1732,0,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,20
3013,0,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,26
14103,0,"@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got",19
5499,0,@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?,20
9438,0,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need.",24
5753,0,@SouthwestAir unable to book travel right now on the website or through the app. Help!,15
12700,0,@AmericanAir I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice,26
12212,0,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,24
1076,0,"@United of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",23
12907,0,@AmericanAir HELP U said ud chnge our retrn flght since we missed our connection Sat &amp; now ur not pickng up the phone.Only hve 18 hrs left!,27
2607,0,@united no u don't,4
9907,0,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,28
10077,0,@USAirways I tried calling for yet another delayed flight and was told the phone line couldn't handle the volume and was hung up on. Twice.,25
1696,0,"@united ... I want my bag off flight 1142, what do I do now?",14
3400,0,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.,23
1829,0,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",25
11842,0,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,27
14456,0,@AmericanAir tried that and can't get through.,7
282,0,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,19
10646,0,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic,29
7234,0,@JetBlue 653. Just for update that gate got moved to complete opposite end of the terminal. Airline is a disaster.,20
8675,0,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,18
1951,0,@united Back at the Denver airport and ready for round two today. Ready to get home!,16
8759,0,@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,26
5206,0,@SouthwestAir please please please answer the phone. . .,9
8009,0,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,19
12032,0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,16
5776,0,@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??,26
10958,0,@USAirways is the worst!! Still haven't left.. Everyone missing connections.,10
5220,0,@SouthwestAir officially on hold for 2 hours!,7
6189,0,@SouthwestAir I'm smashed into a window by the giant guest sitting next to me. #4386. No way this guy should have been given 1 seat.,25
14484,0,"@AmericanAir after all, the plane didn’t land in identical or worse) conditions at GRK according to METARs.",17
8842,0,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on",18
5640,0,"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off.",25
6663,0,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?,18
9816,0,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting",23
2922,0,@united that's the reply? Lol hoping that at least the new plane was maintained before the flight. 😒,18
13475,0,@AmericanAir now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job,24
13359,0,@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!,26
3042,0,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA,22
12939,0,@AmericanAir @kanne822 @SouthwestAir is better than AA.,7
3193,0,@united broke my suitcase &amp; refuses to give me a repair estimate. http://t.co/zOUOwgv3Q6,13
9339,0,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",22
543,0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,21
10270,0,"@USAirways @KieranMahan needs two nights at a hotel in phoenix until he can get back to Philly because of plane equipment, crazy!",22
3505,0,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho.",26
14253,0,"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",25
9647,0,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.,23
2959,0,"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!",27
13537,0,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines,24
13606,0,@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭,20
816,0,@united Not encouraged that I'll have my CPAP tonight.,9
1107,0,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",23
763,0,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",28
13621,0,"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",27
11016,0,@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs,22
804,0,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,24
8648,0,"@JetBlue you are missing the point. The flight left an hour Late Flight. Why are you allowed to be that Late Flight, and still charge me $50 and 10hrs?",29
5959,0,@southwestair this inflight WIFI is the absolute worst. I'd be willing to have paid double for dialup speeds...  #Flight7,19
4719,0,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,20
9968,0,@USAirways customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...,17
7653,0,@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,28
8764,0,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?",30
909,0,@united  i have a weekend of dealing with your company that would say otherwise.,14
7245,0,"@JetBlue Rats, that's a bummer!",5
5114,0,"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done",25
13119,0,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,21
7569,0,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards",26
2670,0,@united have better customer service at John Wayne airport.,9
6426,0,@SouthwestAir not very helpful trying to get out of Nashville.Should waive change fee for 2/18.,15
13740,0,"@AmericanAir  I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?",20
8321,0,@JetBlue actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?,23
450,0,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,24
3019,0,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,27
